original_name,suggested_db_id,description,size
3c1028738e814374b8b690a0840d7736,white_teapot_01,"A white, glossy teapot with a round, bowl-shaped body. It features a cylindrical spout extending from the left side and a flat, plate-like handle on the right side. The teapot is topped with a flat lid and a small cylindrical knob. The object appears to rest on a small, rectangular grey base or stand.","""[50.742, 30.186, 34.000]"""
3c24bef7c79b4ee1bf3dfcb236692851,room_interior_01,"A 3D model of a room interior, likely an open-plan living and dining area with a kitchen. The object features a rectangular main structure with a separate attached section at the bottom containing seating. The interior includes low-poly representations of furniture such as sofas, a dining table, and kitchen counters along the walls. A staircase is visible on the left side, and a tall vertical structure (possibly a chimney or cabinet) is present on the upper right. The model is rendered in a uniform grey material with a bright light reflection.","""[399.664, 180.000, 340.866]"""
3c2cc7d6985d49ab962dc4614e802f92,unknown_object,Unrecognizable or abstract object.,"""[6374.729, 4356.356, 17850.980]"""
3c300d5e76a44f67b5ad0626264655ec,unknown_object,Unrecognizable or abstract object.,"""[57.012, 0.600, 51.160]"""
3c383a51a6804b2095ceeea7eaaa6b30,table_01,"A rectangular table featuring four cylindrical legs connected by a lower cross-brace stretcher. The entire object is textured with a colorful grid pattern containing numbered squares (1-8), resembling a UV map or debugging texture. The top surface is flat and horizontal.","""[17.029, 8.384, 10.094]"""
3c7d426642464e49b97dd3245d129931,crouching_sci_fi_soldier_01,"A 3D model of a crouching sci-fi soldier miniature mounted on a circular gaming base. The figure wears a red helmet with a dark visor, a yellow neck gaiter, and dark tactical armor with pouches and straps. It holds a rifle across its body. The base features a green, grassy texture with a grey rim, simulating a terrain piece. The pose is low to the ground, suggesting a crouching or kneeling stance.","""[341.180, 288.072, 341.180]"""
3c7fdf02c4e447a6823c464049f3ed73,white_pipe_assembly_01,"A white, skeletal structure constructed from PVC pipes and fittings. The object forms a rectangular frame with vertical supports and horizontal cross-bracing, connected by various elbow and T-joints. Several cross-shaped valve handles are attached to the pipes, indicating a plumbing or fluid transport function. The material appears to be smooth, matte white plastic. The geometry is complex, featuring a multi-layered arrangement of pipes.","""[0.488, 0.240, 0.457]"""
3c8c7ae15bd44f90ae2cd8f3612c6c3f,harley_quinn_01,"A 3D character model of the DC Comics character Harley Quinn. The figure features blonde hair styled in pigtails with pink and blue tips. She is wearing a white t-shirt with red sleeves and text, red and blue shorts, fishnet stockings, and high-top sneakers. The model includes detailed textures for skin, clothing, and tattoos on the legs and arms.","""[1.142, 1.667, 0.253]"""
3ca1da03d6da488a99d00beb2c097c79,grey_panel_01,"A tall, thin, rectangular panel or slab standing vertically. The object is a flat geometric primitive with a significant height-to-width ratio, appearing to be made of a uniform grey material such as metal, concrete, or plastic. The lateral and superior views show the object as thin lines, confirming it has negligible thickness relative to its height and width, resembling a door, a partition, or a structural wall panel.","""[1.282, 2.387, 0.020]"""
3cb5a0f7125d4817897378a6018fa50e,unknown_object,Unrecognizable or abstract object.,"""[0.103, 0.101, 0.103]"""
3cc6538d106448babf3f455eaca9c34c,painted_jaguar_mask_01,"A stylized, yellow animal head sculpture, likely representing a jaguar or leopard, characterized by black spots and painted decorative circles in blue, red, and green. The object features a large, open mouth with a red interior and prominent white fangs. It has pointed ears and appears to be constructed from painted wood or a similar rigid material. A wooden block or handle extends from the rear, suggesting it functions as a handheld prop, puppet head, or ceremonial mask.","""[14.536, 5.828, 9.126]"""
3cc6a7cf49d845ccb56f49e29cbe8b56,blue_perforated_chair_01,"A light blue, plastic-looking chair with a rectangular backrest featuring a 5x6 grid of circular perforations. The chair has a flat, rectangular seat and four thick, curved legs that splay outwards. A horizontal crossbar connects the rear legs near the floor. The design appears to be a modern, possibly 3D-printed, piece of furniture.","""[1.033, 1.880, 1.226]"""
3cfc1d98c84c48499a23f503ab03d9aa,stylized_bird_lamp_01,"A low-poly 3D model of a stylized lamp designed to resemble a bird. The head is a yellow, faceted polygon with a pink rim and two small black dot eyes. A large black circular opening, likely for a light bulb, is centered on the front. The neck is a thin beige stem adorned with two light green, leaf-like wings. The base consists of thin beige legs ending in flat, cross-shaped feet.","""[93.488, 98.599, 74.214]"""
3d32db36ab6245f29fffb61483001f20,cartoon_ape_01,"A low-poly 3D character model of a stylized primate, resembling an orangutan. The figure features a large, bulbous belly and smooth, skin-like texture with a color gradient ranging from reddish-brown on the limbs to a lighter peach tone on the face and stomach. The face is flat with small black eyes and a beak-like mouth. The character is bipedal with long arms and short legs. The geometry is rounded and soft, lacking detailed fur texture, suggesting it is a character asset for animation or simulation.","""[8.815, 10.390, 5.941]"""
3d363ac68397493f989d270ebce7c34c,sci-fi_weapon_01,"A low-poly, blocky sci-fi weapon resembling a heavy cannon or crossbow. It features a central grey fuselage with a plate of serial numbers (100-103), a green circular sensor or eye, and multiple brown cylindrical barrels or thrusters. The object has large blue stabilizer wings and a red-tipped nose cone, giving it a futuristic, voxel-like aesthetic.","""[287.817, 79.754, 306.762]"""
3d3a01420609450e8c1907e331309265,wooden_spiral_staircase_01,A wooden spiral staircase featuring light-colored wooden treads and handrails supported by a central column. The structure includes metal railings and winds upwards to an upper landing or platform enclosed by glass panels. The design incorporates both spiral and straight sections of the staircase.,"""[8.960, 3.435, 10.440]"""
3d5a02b401434bc996fe0f9bf733fab1,unknown_object,Unrecognizable or abstract object.,"""[184733.200, 10236.060, 111950.700]"""
3d639a68f326440d811d77fc7fdf0d65,purple_frog_01,"A low-poly 3D model of a purple, quadrupedal creature resembling a stylized toad or frog. The object features a large, bulbous body, four thick legs ending in wide, splayed feet with claws, and a head topped with four distinct, finger-like protrusions. A segmented ridge runs down the center of the back. The surface has a matte, solid purple finish, typical of a game asset or simulation object.","""[11.985, 11.114, 17.211]"""
3d679a3888c548afb8cf889915af7fd2,sci_fi_fighter_01,"A white, futuristic spacecraft resembling a fighter jet or interceptor. The vessel features a long, slender fuselage with a pointed nose cone tipped in red. It has swept-back wings and vertical stabilizers at the rear, which are marked with distinct red stripes. Two large cylindrical engine nacelles are mounted at the tail, featuring dark exhaust ports. A dark, rectangular cockpit canopy is situated on the upper fuselage. The model has a smooth, matte finish typical of 3D assets.","""[3.367, 1.019, 1.749]"""
3d6ea36bd8734781b738e83bb25719f3,stone_arrowhead_01,"A knapped stone projectile point, resembling an arrowhead. The object is made of a light grey, mottled lithic material, likely chert or flint. It has a distinct triangular shape with a sharp apex and a notched base, designed to be attached to a shaft. The lateral view reveals a thin, blade-like cross-section, indicating it was created through flaking techniques.","""[36.775, 92.964, 49.522]"""
3d8781fd06dd42529a56d0039260760f,plague_doctor_statue_01,"A 3D model of a character resembling a plague doctor or alchemist standing on a stone plinth. The figure wears a long purple coat, a top hat, and a distinctive beak mask. It is equipped with a brown satchel at the hip, holds a dagger in the left hand, and a small vial in the right hand. The base is a grey stone platform featuring a low wall section and a lit candle in the corner.","""[1.642, 2.195, 1.569]"""
3d886cb3e784489b99e70d5cefbabb91,grass_terrain_piece_01,"A 3D model of a low, elongated grassy mound or strip. The object features an irregular, organic shape with a bumpy surface texture resembling green grass and vegetation. It appears to be a terrain asset designed for ground cover or landscaping in a simulation environment.","""[1000.000, 796.314, 978.220]"""
3d9f23003e254039b54f1469e4f334bd,green_antlered_saw_bearer,"A 3D model of a stylized humanoid character with a green body and a large white head. The head features grey, branching antlers. The face has a green lower section with a wide, toothy grin and large circular eyes. The character wears a black belt with a white logo and holds a long pole topped with a circular saw blade. The material appears to be a smooth, matte plastic or clay.","""[528.870, 806.077, 228.738]"""
